suburb,year,address,bedrooms,contract date,price,block size,source,purpose
Pearce,2020,5 Pendred Street *,–,27/02/2020,"$650,000",632m2,Allhomes Record,–
Pearce,2020,13/79 Collings Street,–,19/10/2020,"$650,000",13790m2,Government Record,Multiple unit dwelling
Pearce,2020,15/47 Pethebridge Street *,3,22/02/2020,"$627,000",449m2,Allhomes Record,–
Pearce,2020,15/40 Marr Street,–,22/02/2020,"$627,000",13764m2,Government Record,Multiple unit dwelling
Pearce,2020,7/23 McNamara Street,–,27/08/2020,"$600,000",9622m2,Government Record,Multiple unit dwelling
Pearce,2020,37 McNamara Street *,2,27/08/2020,"$600,000",0m2,Allhomes Record,–
Pearce,2020,1/40 Marr Street,3,08/02/2020,"$595,000",13764m2,Combined Record,Multiple unit dwelling
Pearce,2020,35/6 Kemsley Place,2,10/10/2020,"$565,000",14610m2,Combined Record,Multiple unit dwelling
Pearce,2020,22/18 Marr Street,–,25/02/2020,"$545,000",24499m2,Government Record,Multiple unit dwelling
Pearce,2020,37/18 Marr Street,–,02/06/2020,"$510,000",24499m2,Government Record,Multiple unit dwelling
Pearce,2020,37/29 Pethebridge Street *,3,02/06/2020,"$510,000",0m2,Allhomes Record,–
Pearce,2020,2/2 Hodgson Place,2,18/06/2020,"$505,500",5240m2,Combined Record,Multiple unit dwelling
Pearce,2020,10/18 Marr Street,–,11/08/2020,"$480,000",24499m2,Government Record,Multiple unit dwelling
Pearce,2020,21 Hodgson Crescent,–,11/05/2020,"$447,500",861m2,Government Record,Single residential dwelling
Pearce,2020,2/5 Leighton Street,–,08/04/2020,"$400,000",1124m2,Government Record,Multiple unit dwelling
Pearce,2020,1/92 Hodgson Crescent,2,11/08/2020,"$292,000",1619m2,Combined Record,Multiple unit dwelling
Pearce,2020,22/26 Marr Street *,3,21/01/2020,"$5,000",0m2,Allhomes Record,–
Pearce,2020,12/14 Marr Street,–,27/10/2020,$0,12806m2,Government Record,Multiple unit dwelling
Pearce,2020,14 McCay Place,–,27/08/2020,$0,986m2,Government Record,Single residential dwelling
Pearce,2020,9/2 Marr Street,–,08/10/2020,$0,5211m2,Government Record,Multiple unit dwelling
Pearce,2020,8 Whitelaw Street,–,02/05/2020,$0,725m2,Government Record,Single residential dwelling
Pearce,2020,23 Julius Street,–,01/06/2020,$0,702m2,Government Record,Single residential dwelling
Pearce,2020,9 Parkhill Street,–,08/02/2020,$0,969m2,Government Record,Single residential dwelling
Pearce,2020,49 Parkhill Street,–,23/02/2020,$0,1193m2,Government Record,Single residential dwelling
Pearce,2020,28 McLaren Crescent,–,26/01/2020,$0,1040m2,Government Record,Single residential dwelling
Pearce,2020,14/60 Marr Street,–,18/12/2020,$0,10478m2,Government Record,Multiple unit dwelling
Pearce,2020,6 Charlton Street,–,17/10/2020,$0,710m2,Government Record,Single residential dwelling
Pearce,2021,22 Whitelaw Street,–,02/02/2021,"$2,400,000",897m2,Government Record,Single residential dwelling
Pearce,2021,27 Parkhill Street,5,01/05/2021,"$1,860,000",1174m2,Combined Record,Single residential dwelling
Pearce,2021,8 McLaren Crescent *,4,14/08/2021,"$1,796,000",1639m2,Allhomes Record,–
Pearce,2021,18 Besant Street,–,09/02/2021,"$1,750,000",1147m2,Government Record,Single residential dwelling
Pearce,2021,20 Murphy Street,–,30/03/2021,"$1,640,000",823m2,Government Record,Single residential dwelling
Pearce,2021,7 McLaren Crescent *,4,21/08/2021,"$1,600,000",920m2,Allhomes Record,–
Pearce,2021,20 Blackburn Street,4,20/02/2021,"$1,555,000",770m2,Combined Record,Single residential dwelling
Pearce,2021,9 Parkhill Street *,4,31/07/2021,"$1,500,000",0m2,Allhomes Record,–
Pearce,2021,2 Parkhill Street *,3,25/09/2021,"$1,420,000",0m2,Allhomes Record,–
Pearce,2021,9 Brinsmead Street,–,24/02/2021,"$1,410,000",923m2,Government Record,Single residential dwelling
Pearce,2021,20 Brinsmead Street,6,31/01/2021,"$1,400,000",939m2,Combined Record,Single residential dwelling
Pearce,2021,21 Shepherd Street,4,05/03/2021,"$1,350,000",866m2,Combined Record,Single residential dwelling
Pearce,2021,25 Collings Street *,5,21/08/2021,"$1,305,000",882m2,Allhomes Record,–
Pearce,2021,61 Collings Street,–,15/07/2021,"$1,275,000",1022m2,Government Record,Single residential dwelling
Pearce,2021,12 Julius Street *,3,28/08/2021,"$1,208,000",0m2,Allhomes Record,–
Pearce,2021,17 Julius Street,3,22/03/2021,"$1,200,000",739m2,Combined Record,Single residential dwelling
Pearce,2021,1/4A Cumberlege Crescent,–,05/07/2021,"$1,180,000",930m2,Government Record,Multiple unit dwelling
Pearce,2021,4A Cumberlege Crescent *,4,05/07/2021,"$1,180,000",0m2,Allhomes Record,–
Pearce,2021,2/30 Hodgson Crescent *,4,17/07/2021,"$1,170,000",0m2,Allhomes Record,–
Pearce,2021,1/30 Hodgson Crescent *,4,05/06/2021,"$1,150,000",415m2,Allhomes Record,–
Pearce,2021,6 Givens Street,4,24/03/2021,"$1,150,000",896m2,Combined Record,Single residential dwelling
Pearce,2021,98 Hodgson Crescent,–,19/07/2021,"$1,100,000",803m2,Government Record,Single residential dwelling
Pearce,2021,60 Pethebridge Street,3,17/07/2021,"$1,075,000",633m2,Combined Record,Single residential dwelling
Pearce,2021,5 Trumble Street,4,20/02/2021,"$1,000,000",802m2,Combined Record,Single residential dwelling
Pearce,2021,8 Julius Street,3,24/04/2021,"$960,000",783m2,Combined Record,Single residential dwelling
Pearce,2021,3/70 Hodgson Crescent,–,22/01/2021,"$950,000",4632m2,Government Record,"Retail;pers-service,eat & d..."
Pearce,2021,1/62 Beasley Street,–,28/04/2021,"$885,000",904m2,Government Record,Multiple unit dwelling
Pearce,2021,2/62 Beasley Street,–,28/04/2021,"$875,000",904m2,Government Record,Multiple unit dwelling
Pearce,2021,11/41 Pethebridge Street *,3,15/04/2021,"$874,000",0m2,Allhomes Record,–
Pearce,2021,11/40 Marr Street,–,15/04/2021,"$874,000",13764m2,Government Record,Multiple unit dwelling
Pearce,2021,2/18 Marr Street,3,10/07/2021,"$872,000",24499m2,Combined Record,Multiple unit dwelling
Pearce,2021,3/18 Marr Street,–,03/07/2021,"$850,000",24499m2,Government Record,Multiple unit dwelling
Pearce,2021,6 Charlton Street,3,06/03/2021,"$839,000",710m2,Combined Record,Single residential dwelling
Pearce,2021,25 Pethebridge Street *,3,11/03/2021,"$830,000",450m2,Allhomes Record,–
Pearce,2021,49/18 Marr Street,–,11/03/2021,"$830,000",24499m2,Government Record,Multiple unit dwelling
Pearce,2021,8/80 Marr Street,3,13/02/2021,"$805,000",5626m2,Combined Record,Multiple unit dwelling
Pearce,2021,24/26 Marr Street *,3,30/09/2021,"$775,000",0m2,Allhomes Record,–
Pearce,2021,29 McNamara Street *,2,22/09/2021,"$753,000",282m2,Allhomes Record,–
Pearce,2021,30/29 Pethebridge Street *,2,07/09/2021,"$730,000",0m2,Allhomes Record,–
Pearce,2021,8/40 Marr Street,3,11/01/2021,"$721,000",13764m2,Combined Record,Multiple unit dwelling
Pearce,2021,6/3 Shepherd Street *,4,07/08/2021,"$705,000",0m2,Allhomes Record,–
Pearce,2021,2/4 Hodgson Place,3,09/03/2021,"$700,000",3916m2,Combined Record,Multiple unit dwelling
Pearce,2021,12/3 Shepherd Street,3,12/04/2021,"$660,000",2639m2,Combined Record,Multiple unit dwelling
Pearce,2021,23 McNamara Street *,2,07/09/2021,"$660,000",0m2,Allhomes Record,–
Pearce,2021,8/14 Marr Street *,2,09/09/2021,"$627,000",0m2,Allhomes Record,–
Pearce,2021,20/23 McNamara Street,–,10/03/2021,"$620,000",9622m2,Government Record,Multiple unit dwelling
Pearce,2021,63 McNamara Street *,2,10/03/2021,"$620,000",0m2,Allhomes Record,–
Pearce,2021,24/23 McNamara Street,–,26/05/2021,"$608,000",9622m2,Government Record,Multiple unit dwelling
Pearce,2021,31 McNamara Street *,2,26/05/2021,"$608,000",0m2,Allhomes Record,–
Pearce,2021,19/18 Marr Street,–,21/04/2021,"$600,000",24499m2,Government Record,Multiple unit dwelling
Pearce,2021,19/26 Marr Street *,3,21/05/2021,"$600,000",173m2,Allhomes Record,–
Pearce,2021,4/4 Hodgson Place,–,03/03/2021,"$566,000",3916m2,Government Record,Multiple unit dwelling
Pearce,2021,12/14 Marr Street,–,02/02/2021,"$485,000",12806m2,Government Record,Multiple unit dwelling
Pearce,2021,12/14 'Sherwood Gardens' Marr Street *,2,02/02/2021,"$485,000",223m2,Allhomes Record,–
Pearce,2021,3/7 McGee Place,–,19/05/2021,"$360,000",1680m2,Government Record,Multiple unit dwelling
Pearce,2021,8/92 Hodgson Crescent,–,10/06/2021,"$345,000",1619m2,Government Record,Multiple unit dwelling
Pearce,2021,2/112 MacFarland Crescent,2,10/05/2021,"$330,000",1770m2,Combined Record,Multiple unit dwelling
Pearce,2021,23/78 Hodgson Crescent,–,15/03/2021,"$325,000",3983m2,Government Record,Multiple unit dwelling
Pearce,2021,11/5 Parkhill Street *,2,18/06/2021,"$305,000",0m2,Allhomes Record,–
Pearce,2021,11/112 MacFarland Crescent,–,01/07/2021,"$305,000",1770m2,Government Record,Multiple unit dwelling
Pearce,2021,7/78 Hodgson Crescent,2,09/02/2021,"$299,000",3983m2,Combined Record,Multiple unit dwelling
Pearce,2021,1/78 Hodgson Crescent,–,12/05/2021,"$255,000",3983m2,Government Record,Multiple unit dwelling
Pearce,2021,18 Sheehan Street,–,23/05/2021,$0,3003m2,Government Record,Single residential dwelling
Pearce,2021,42 Hodgson Crescent,–,30/01/2021,$0,801m2,Government Record,Single residential dwelling
Pearce,2021,7 Anstey Street,–,14/07/2021,$0,1062m2,Government Record,Single residential dwelling
Phillip,2019,152 Melrose Drive,–,28/05/2019,"$10,000,000",4893m2,Government Record,"Car,truck dealers new,used ..."
Phillip,2019,7-11 Botany Street *,–,12/10/2019,"$2,200,000",0m2,Allhomes Record,–
Phillip,2019,32 Botany Street,–,26/07/2019,"$2,050,000",725m2,Combined Record,"Office,professional suite"
Phillip,2019,3/1 Bowes Place,–,30/10/2019,"$1,487,000",715m2,Government Record,Business agency
Phillip,2019,3/48 Botany Street,–,24/05/2019,"$1,173,333",11059m2,Government Record,"Retail;pers-service,eat & d..."
Phillip,2019,370/15 Bowes Street,–,31/07/2019,"$976,900",3377m2,Government Record,*special conditions on lease
Phillip,2019,432/15 Bowes Street,–,28/03/2019,"$956,120",3377m2,Government Record,*special conditions on lease
Phillip,2019,1/49 Colbee Court,–,21/06/2019,"$951,500",702m2,Government Record,"Office,professional suite"
Phillip,2019,2/49 Colbee Court,–,21/06/2019,"$951,500",702m2,Government Record,"Office,professional suite"
Phillip,2019,435/15 Bowes Street,–,28/02/2019,"$850,000",3377m2,Government Record,*special conditions on lease
Phillip,2019,94/13 Irving Street,–,29/11/2019,"$820,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,264/13 Irving Street,–,08/04/2019,"$815,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,4/40 Corinna Street,–,11/01/2019,"$781,000",1966m2,Government Record,Multiple unit dwelling
Phillip,2019,279/13 Irving Street,–,17/07/2019,"$759,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,93/13 Irving Street,–,13/12/2019,"$740,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,65/13 Irving Street,–,04/09/2019,"$729,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,262/13 Irving Street,–,05/07/2019,"$710,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,436/15 Bowes Street,–,28/02/2019,"$700,000",3377m2,Government Record,*special conditions on lease
Phillip,2019,7/128 Easty Street,–,24/06/2019,"$679,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,30/128 Easty Street,–,23/01/2019,"$679,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,11/128 Easty Street,–,13/11/2019,"$669,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,10/128 Easty Street,–,24/10/2019,"$669,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,6/128 Easty Street,–,20/09/2019,"$669,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,14/128 Easty Street,–,02/08/2019,"$659,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,32/128 Easty Street,–,30/07/2019,"$659,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,13/128 Easty Street,–,04/04/2019,"$649,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,244/13 Irving Street,–,14/05/2019,"$645,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,1/18 Dundas Court,–,18/12/2019,"$645,000",702m2,Government Record,Non retail commercial uses
Phillip,2019,39 Barnet Close,3,28/02/2019,"$635,000",317m2,Combined Record,Medium density dwelling
Phillip,2019,232/13 Irving Street,–,10/04/2019,"$635,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,13/2 The Verge,–,30/07/2019,"$630,000",4815m2,Government Record,Multiple unit dwelling
Phillip,2019,196/13 Irving Street,–,19/12/2019,"$620,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,177/35 Furzer Street,–,29/03/2019,"$619,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,128/60 Callam Street,–,13/06/2019,"$610,000",8023m2,Government Record,Multiple unit dwelling
Phillip,2019,128/98 Corinna Street *,3,13/06/2019,"$610,000",8023m2,Allhomes Record,–
Phillip,2019,88/35 Furzer Street,–,12/03/2019,"$609,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,Corinna Street *,3,16/09/2019,"$604,500",0m2,Allhomes Record,–
Phillip,2019,132/60 Callam Street,–,13/09/2019,"$604,000",8023m2,Government Record,Multiple unit dwelling
Phillip,2019,3/1 Bowes Place,–,29/10/2019,"$600,000",715m2,Government Record,Business agency
Phillip,2019,73/13 Irving Street,–,15/10/2019,"$595,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,6/31 Sulman Place,–,24/09/2019,"$595,000",3851m2,Government Record,Multiple unit dwelling
Phillip,2019,25/128 Easty Street,–,18/06/2019,"$590,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,325/15 Bowes Street,–,24/07/2019,"$587,900",3377m2,Government Record,*special conditions on lease
Phillip,2019,169/13 Irving Street,–,15/11/2019,"$585,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,16/128 Easty Street,–,13/06/2019,"$584,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,9/71 Rowe Place,–,09/09/2019,"$580,000",2036m2,Government Record,Multiple unit dwelling
Phillip,2019,16/13 Irving Street,–,27/09/2019,"$580,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,170/35 Furzer Street,–,04/09/2019,"$580,000",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,19/128 Easty Street,–,19/02/2019,"$579,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,18/128 Easty Street,–,06/06/2019,"$579,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,36/128 Easty Street,–,23/04/2019,"$576,900",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,257/13 Irving Street,–,27/09/2019,"$575,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,148/13 Irving Street,–,11/02/2019,"$575,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,108/60 Callam Street,–,10/01/2019,"$570,000",8023m2,Government Record,Multiple unit dwelling
Phillip,2019,108/98 Corinna Street *,3,10/01/2019,"$570,000",0m2,Allhomes Record,–
Phillip,2019,12 Menkens Court,3,17/01/2019,"$570,000",270m2,Combined Record,Medium density dwelling
Phillip,2019,184/13 Irving Street,–,29/04/2019,"$570,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,136/13 Irving Street,–,17/07/2019,"$564,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,13 Oldham Court,3,23/02/2019,"$561,000",169m2,Combined Record,Medium density dwelling
Phillip,2019,124/13 Irving Street,–,14/08/2019,"$560,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,340/15 Bowes Street,–,12/04/2019,"$551,900",3377m2,Government Record,*special conditions on lease
Phillip,2019,240/13 Irving Street,–,04/04/2019,"$550,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,11/13 Irving Street,–,15/08/2019,"$549,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,330/15 Bowes Street,–,08/08/2019,"$547,900",3377m2,Government Record,*special conditions on lease
Phillip,2019,233/13 Irving Street,–,10/04/2019,"$545,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,184/35 Furzer Street,–,17/09/2019,"$543,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,185/15 Bowes Street,–,06/02/2019,"$541,900",3377m2,Government Record,*special conditions on lease
Phillip,2019,11 Barnet Close,3,11/10/2019,"$540,000",146m2,Combined Record,Medium density dwelling
Phillip,2019,17 Oldham Court,3,13/03/2019,"$540,000",175m2,Combined Record,Medium density dwelling
Phillip,2019,19/13 Irving Street,–,19/02/2019,"$540,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,169/35 Furzer Street,–,23/07/2019,"$538,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,99/13 Irving Street,–,29/11/2019,"$535,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,352/15 Bowes Street,–,01/07/2019,"$534,755",3377m2,Government Record,*special conditions on lease
Phillip,2019,185/13 Irving Street,–,26/11/2019,"$525,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,92/35 Furzer Street,–,04/09/2019,"$523,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,27 Sulman Place,2,03/05/2019,"$520,000",193m2,Combined Record,Medium density dwelling
Phillip,2019,151/35 Furzer Street,–,19/11/2019,"$519,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,147/35 Furzer Street,–,28/06/2019,"$518,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,67/35 Furzer Street,–,29/01/2019,"$517,500",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,89/13 Irving Street,–,26/07/2019,"$515,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,158/35 Furzer Street,–,02/07/2019,"$513,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,144/121 Easty Street,3,17/05/2019,"$510,000",16536m2,Combined Record,*servicing of existing subd...
Phillip,2019,56/35 Furzer Street,–,06/09/2019,"$509,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,150/35 Furzer Street,–,22/08/2019,"$508,760",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,415/15 Bowes Street,–,09/05/2019,"$507,900",3377m2,Government Record,*special conditions on lease
Phillip,2019,130/35 Furzer Street,–,08/02/2019,"$507,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,45/35 Furzer Street,–,23/12/2019,"$507,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,75/13 Irving Street,–,21/03/2019,"$505,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,231/13 Irving Street,–,17/07/2019,"$505,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,161/13 Irving Street,–,05/06/2019,"$505,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,63/13 Irving Street,–,15/04/2019,"$505,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,58/35 Furzer Street,–,20/12/2019,"$504,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,124/7 Irving Street,2,13/02/2019,"$500,000",7061m2,Combined Record,"Recreation,fitness centre,g..."
Phillip,2019,219/13 Irving Street,–,28/02/2019,"$500,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,173/13 Irving Street,–,16/01/2019,"$500,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,403/15 Bowes Street,–,16/06/2019,"$500,000",3377m2,Government Record,*special conditions on lease
Phillip,2019,218/13 Irving Street,–,20/12/2019,"$500,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,136/35 Furzer Street,–,07/08/2019,"$498,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,160/35 Furzer Street,–,28/02/2019,"$497,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,68/13 Irving Street,–,11/11/2019,"$495,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,149/35 Furzer Street,–,15/05/2019,"$494,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,207/13 Irving Street,–,22/02/2019,"$493,500",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,206/13 Irving Street,–,18/10/2019,"$492,500",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,118/35 Furzer Street,–,12/06/2019,"$491,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,125/35 Furzer Street,–,07/06/2019,"$490,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,69/13 Irving Street,–,14/10/2019,"$490,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,211/13 Irving Street,–,25/10/2019,"$490,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,61/13 Irving Street,–,02/09/2019,"$490,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,47/35 Furzer Street,–,13/12/2019,"$489,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,160/15 Mower Place *,3,22/07/2019,"$487,000",–,Allhomes Record,–
Phillip,2019,160/121 Easty Street,–,23/07/2019,"$487,000",16536m2,Government Record,*servicing of existing subd...
Phillip,2019,62/13 Irving Street,–,20/09/2019,"$485,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,53/13 Irving Street,–,03/04/2019,"$485,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,149/13 Irving Street,–,16/04/2019,"$485,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,202/13 Irving Street,–,18/04/2019,"$485,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,140/35 Furzer Street,–,22/05/2019,"$484,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,139/35 Furzer Street,–,05/07/2019,"$484,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,114/35 Furzer Street,–,06/08/2019,"$483,500",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,23 Hallen Close,–,25/07/2019,"$483,000",304m2,Government Record,Medium density dwelling
Phillip,2019,190/7 Irving Street,2,01/02/2019,"$481,000",7061m2,Combined Record,"Recreation,fitness centre,g..."
Phillip,2019,441/15 Bowes Street,–,12/12/2019,"$480,196",3377m2,Government Record,*special conditions on lease
Phillip,2019,31/13 Irving Street,–,08/08/2019,"$480,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,226/13 Irving Street,–,10/04/2019,"$480,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,187/13 Irving Street,–,25/09/2019,"$480,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,Bowes Place *,–,27/08/2019,"$480,000",0m2,Allhomes Record,–
Phillip,2019,45/13 Irving Street,–,02/05/2019,"$480,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,54/13 Irving Street,–,15/05/2019,"$480,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,190/13 Irving Street,–,29/08/2019,"$480,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,200/7 Irving Street,2,15/11/2019,"$477,000",7061m2,Combined Record,"Recreation,fitness centre,g..."
Phillip,2019,23/35 Furzer Street,–,29/11/2019,"$476,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,56/7 Irving Street *,2,13/12/2019,"$475,000",7061m2,Allhomes Record,–
Phillip,2019,36/13 Irving Street,–,21/10/2019,"$475,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,195/13 Irving Street,–,25/07/2019,"$475,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,46/13 Irving Street,–,10/10/2019,"$475,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,40/128 Easty Street,–,09/08/2019,"$474,905",4897m2,Government Record,Multiple unit dwelling
Phillip,2019,128/35 Furzer Street,–,29/03/2019,"$472,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,127/35 Furzer Street,–,29/03/2019,"$472,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,38/35 Furzer Street,–,23/01/2019,"$472,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,12/35 Furzer Street,–,19/03/2019,"$470,590",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,194/13 Irving Street,–,15/10/2019,"$470,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,37/13 Irving Street,–,18/03/2019,"$470,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,193/15 Bowes Street,–,09/07/2019,"$469,400",3377m2,Government Record,*special conditions on lease
Phillip,2019,437/15 Bowes Street,–,04/03/2019,"$467,412",3377m2,Government Record,*special conditions on lease
Phillip,2019,93/35 Furzer Street,–,01/08/2019,"$466,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,97/35 Furzer Street,–,02/05/2019,"$466,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,4C 12 Albermarle Place *,3,11/01/2019,"$465,000",0m2,Allhomes Record,–
Phillip,2019,4/12 Albermarle Place,–,11/01/2019,"$465,000",35001m2,Government Record,Multiple unit dwelling
Phillip,2019,38/13 Irving Street,–,17/10/2019,"$465,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,36/35 Furzer Street,–,22/08/2019,"$464,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,244/7 Irving Street,–,12/09/2019,"$464,000",7061m2,Government Record,"Recreation,fitness centre,g..."
Phillip,2019,129/7 Irving Street,2,05/03/2019,"$464,000",7061m2,Combined Record,"Recreation,fitness centre,g..."
Phillip,2019,103/35 Furzer Street,–,30/09/2019,"$460,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,21/13 Irving Street,–,13/06/2019,"$460,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,151/13 Irving Street,–,25/03/2019,"$460,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,13/13 Irving Street,–,01/08/2019,"$460,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,30/13 Irving Street,–,01/05/2019,"$460,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,39 Cavanough Street *,2,06/11/2019,"$460,000",–,Allhomes Record,–
Phillip,2019,163/13 Irving Street,–,28/10/2019,"$460,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,116/35 Furzer Street,–,22/02/2019,"$459,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,25/35 Furzer Street,–,10/07/2019,"$456,900",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,295/15 Bowes Street,–,08/06/2019,"$455,600",3377m2,Government Record,*special conditions on lease
Phillip,2019,239/7 Irving Street,2,27/11/2019,"$455,000",7061m2,Combined Record,"Recreation,fitness centre,g..."
Phillip,2019,22/13 Irving Street,–,24/04/2019,"$455,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,5/100 Port Jackson Circuit,3,23/05/2019,"$455,000",1865m2,Combined Record,Multiple unit dwelling
Phillip,2019,14/13 Irving Street,–,06/08/2019,"$455,000",9680m2,Government Record,Multiple unit dwelling
Phillip,2019,6/8 Port Jackson Circuit *,2,25/02/2019,"$453,000",1464m2,Allhomes Record,–
Phillip,2019,6/6 Port Jackson Circuit,–,25/02/2019,"$453,000",1464m2,Government Record,Multiple unit dwelling
Phillip,2019,106/35 Furzer Street,–,22/02/2019,"$452,400",10101m2,Government Record,Multiple unit dwelling
Phillip,2019,183/12 Albermarle Place,–,07/11/2019,"$452,000",35001m2,Government Record,Multiple unit dwelling
