site,street,suburb,state,date,arrival,departure,contact,lng,lat,geometry,time
Canturf,14 Cessnock Street,Fyshwick,ACT,2021-08-27,10:50:00,11:40:00,monitor,149.1719133,-35.3198108,POINT (149.1719133 -35.3198108),0.0
Coles Chisholm,42 Halley Street,Chisholm,ACT,2021-08-27,13:00:00,13:40:00,monitor,149.1282419,-35.4141067,POINT (149.1282419 -35.4141067),0.0
Coles Manuka,"Manuka Terrace, Franklin Street and Flinders Way",Griffith,ACT,2021-08-27,11:40:00,12:20:00,monitor,149.1341667,-35.3208333,POINT (149.1341667 -35.3208333),0.0
Grill'd Manuka,40-42 Franklin Street,Griffith,ACT,2021-08-27,11:40:00,12:15:00,monitor,149.1325635,-35.319765,POINT (149.1325635 -35.319765),0.0
Hawker Discount Drug Store,72-74 Hawker Place,Hawker,ACT,2021-08-27,11:40:00,12:20:00,monitor,149.043745,-35.2431655,POINT (149.043745 -35.2431655),0.0
IBIS Budget Hotel Canberra,15 Tay Street,Watson,ACT,2021-08-27,18:00:00,23:59:00,casual,149.1668483,-35.224856,POINT (149.1668483 -35.224856),5.0
IGA Lyneham,1 Wattle Place,Lyneham,ACT,2021-08-27,08:00:00,08:50:00,monitor,149.1248594,-35.2520717,POINT (149.1248594 -35.2520717),0.0
Indian Affair,64 Colbee Court,Phillip,ACT,2021-08-27,18:55:00,19:35:00,monitor,149.0878811,-35.3526602,POINT (149.0878811 -35.3526602),0.0
JAGA Swanson Court,"Level 1, 11-17 Swanson Court",Belconnen,ACT,2021-08-27,10:00:00,11:00:00,monitor,149.0689282,-35.2390642,POINT (149.0689282 -35.2390642),1.0
JAGA Swanson Court,"Level 1, 11-17 Swanson Court",Belconnen,ACT,2021-08-27,12:45:00,15:30:00,casual,149.0689282,-35.2390642,POINT (149.0689282 -35.2390642),2.0
KFC Woden,48 Botany Street,Phillip,ACT,2021-08-27,15:50:00,22:00:00,casual,149.0887519,-35.3493546,POINT (149.0887519 -35.3493546),6.0
Kingsley's Chicken Westfield Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-27,14:15:00,15:00:00,monitor,149.0850116,-35.3461343,POINT (149.0850116 -35.3461343),0.0
Liquorland Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-27,16:40:00,17:30:00,monitor,149.0848138,-35.3466159,POINT (149.0848138 -35.3466159),0.0
McDonalds Erindale,Corner Ricardo Street and McBryde Crescent,Wanniassa,ACT,2021-08-27,17:40:00,18:20:00,casual,149.0979273,-35.4053191,POINT (149.0979273 -35.4053191),0.0
Metro Petroleum Mitchell,Lysaght Street,Mitchell,ACT,2021-08-27,10:00:00,10:50:00,monitor,149.1424649,-35.2153523,POINT (149.1424649 -35.2153523),0.0
Nandos Canberra Centre,"Shop FG1, Canberra Centre, 125 Bunda Street",Canberra City,ACT,2021-08-27,12:00:00,13:00:00,casual,149.1330056,-35.2779316,POINT (149.1330056 -35.2779316),1.0
Officeworks Belconnen,5 Cohen Street,Belconnen,ACT,2021-08-27,10:25:00,11:45:00,casual,149.0588908,-35.2398229,POINT (149.0588908 -35.2398229),1.0
Oporto Phillip,82 Parramatta Street,Phillip,ACT,2021-08-27,20:20:00,21:00:00,monitor,149.0903394,-35.35521,POINT (149.0903394 -35.35521),0.0
Priceline Pharmacy Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-27,08:50:00,18:00:00,close,149.0846236,-35.3461736,POINT (149.0846236 -35.3461736),9.0
Shop Rite,2 Barker Street,Griffith,ACT,2021-08-27,18:30:00,19:00:00,monitor,149.142856,-35.3284308,POINT (149.142856 -35.3284308),0.0
SPAR Express Ngunnawal,"Ngunnawal Local Centre, Wanganeen Avenue",Ngunnawal,ACT,2021-08-27,07:00:00,08:30:00,monitor,149.108155,-35.173951,POINT (149.108155 -35.173951),1.0
SUPAEXPRESS Watson,5 Watson Place,Watson,ACT,2021-08-27,09:40:00,11:00:00,casual,149.1535201,-35.2388939,POINT (149.1535201 -35.2388939),1.0
TSG Chisholm,"Chisholm Village Shopping Centre, 42 Halley Street",Chisholm,ACT,2021-08-27,13:20:00,14:00:00,casual,149.1291077,-35.4141488,POINT (149.1291077 -35.4141488),0.0
Watson Pharmacy and Australia Post,1 Watson Place,Watson,ACT,2021-08-27,11:50:00,12:40:00,monitor,149.1532445,-35.2390405,POINT (149.1532445 -35.2390405),0.0
Westfield Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-27,07:45:00,17:00:00,monitor,149.0860576,-35.3463199,POINT (149.0860576 -35.3463199),9.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-08-27,16:40:00,17:20:00,monitor,149.052681,-35.340765,POINT (149.052681 -35.340765),0.0
Woolworths Metro Hawker,Springvale Drive,Hawker,ACT,2021-08-27,11:45:00,12:40:00,casual,149.0441492,-35.2433647,POINT (149.0441492 -35.2433647),0.0
Woolworths Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-27,07:50:00,08:30:00,casual,149.084734,-35.345964,POINT (149.084734 -35.345964),0.0
Ali Baba Belconnen,3/102 Emu Bank,Belconnen,ACT,2021-08-28,18:30:00,19:10:00,monitor,149.0709222,-35.2366703,POINT (149.0709222 -35.2366703),0.0
Ampol Foodary Weston,49 Brierly Street,Weston,ACT,2021-08-28,17:40:00,18:20:00,monitor,149.0520681,-35.3402449,POINT (149.0520681 -35.3402449),0.0
Argyle Housing - Ainslie Village,23 Quick Street,Campbell,ACT,2021-08-28,00:00:00,23:59:00,close,149.1490264,-35.2749161,POINT (149.1490264 -35.2749161),23.0
Beijing House Restaurant,134-142 Hawker Place,Hawker,ACT,2021-08-28,17:45:00,18:30:00,monitor,149.0430421,-35.2429134,POINT (149.0430421 -35.2429134),0.0
Bidfood Canberra,16 Mildura Street,Fyshwick,ACT,2021-08-28,05:30:00,12:30:00,casual,149.1527602,-35.3226824,POINT (149.1527602 -35.3226824),7.0
BP Chisholm,3 Benham Street,Chisholm,ACT,2021-08-28,19:15:00,20:00:00,monitor,149.1282,-35.4131,POINT (149.1282 -35.4131),0.0
Canberra Cafe Greenway,Shop 12/ 150-180 Soward Way,Greenway,ACT,2021-08-28,12:40:00,13:20:00,monitor,149.0684733,-35.4174922,POINT (149.0684733 -35.4174922),0.0
Cellarbrations Erindale,1/50 Denigan Street,Wanniassa,ACT,2021-08-28,19:00:00,20:00:00,monitor,149.0964993,-35.4038487,POINT (149.0964993 -35.4038487),1.0
Chatime Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-28,13:20:00,14:00:00,monitor,149.0638931,-35.23827199999999,POINT (149.0638931 -35.23827199999999),0.0
Chong Co Thai Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-28,17:25:00,18:10:00,monitor,149.0631869,-35.2376138,POINT (149.0631869 -35.2376138),0.0
Coles Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-28,20:15:00,21:00:00,monitor,149.064837,-35.237949,POINT (149.064837 -35.237949),0.0
Coles Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-08-28,09:30:00,10:20:00,casual,149.1343475,-35.2784476,POINT (149.1343475 -35.2784476),0.0
Easyway Tea Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-28,12:45:00,13:20:00,monitor,149.0652258,-35.2382993,POINT (149.0652258 -35.2382993),0.0
Hungry Jacks Gungahlin,Corner Gundaroo Drive and Gibberson Street,Gungahlin,ACT,2021-08-28,09:50:00,10:40:00,monitor,149.1267535,-35.1834112,POINT (149.1267535 -35.1834112),0.0
IBIS Budget Hotel Canberra,15 Tay Street,Watson,ACT,2021-08-28,00:00:00,23:59:00,casual,149.1668483,-35.224856,POINT (149.1668483 -35.224856),23.0
IGA Holt,Holt Place,Holt,ACT,2021-08-28,15:30:00,17:00:00,monitor,149.0116446,-35.224764,POINT (149.0116446 -35.224764),1.0
Kingsley's Chicken Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-08-28,15:30:00,16:20:00,casual,149.0200434,-35.2226439,POINT (149.0200434 -35.2226439),0.0
Korbq Belconnen,"Westfield Belconnen, Benjamin Way",Belconnen,ACT,2021-08-28,20:25:00,21:00:00,monitor,149.06463,-35.2379418,POINT (149.06463 -35.2379418),0.0
McDonalds Erindale,Corner Ricardo Street and McBryde Crescent,Wanniassa,ACT,2021-08-28,16:45:00,17:40:00,monitor,149.0979273,-35.4053191,POINT (149.0979273 -35.4053191),0.0
Oporto Tuggeranong,"South.Point Tuggeranong, Anketell Street and Reed Street",Greenway,ACT,2021-08-28,13:40:00,14:20:00,monitor,149.0665317,-35.4167822,POINT (149.0665317 -35.4167822),0.0
Pattysmiths Belconnen,4/102 Emu Bank,Belconnen,ACT,2021-08-28,15:40:00,16:20:00,monitor,149.0710745,-35.2366957,POINT (149.0710745 -35.2366957),0.0
Pattysmiths Belconnen,4/102 Emu Bank,Belconnen,ACT,2021-08-28,16:00:00,16:40:00,monitor,149.0710745,-35.2366957,POINT (149.0710745 -35.2366957),0.0
Pattysmiths Belconnen,4/102 Emu Bank,Belconnen,ACT,2021-08-28,18:30:00,19:15:00,monitor,149.0710745,-35.2366957,POINT (149.0710745 -35.2366957),0.0
Pizza Hut Erindale,2/38 Gartside Street,Wanniassa,ACT,2021-08-28,17:40:00,18:20:00,monitor,149.1002583,-35.4058987,POINT (149.1002583 -35.4058987),0.0
Subway Belconnen,5-6/68 Emu Bank,Belconnen,ACT,2021-08-28,15:45:00,16:25:00,monitor,149.0713617,-35.2383367,POINT (149.0713617 -35.2383367),0.0
Subway Charnwood,1/6 Charnwood Place,Charnwood,ACT,2021-08-28,14:30:00,15:10:00,monitor,149.0340649,-35.2053524,POINT (149.0340649 -35.2053524),0.0
Westfield Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-28,07:45:00,17:00:00,monitor,149.0860576,-35.3463199,POINT (149.0860576 -35.3463199),9.0
Westfield Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-28,16:00:00,17:15:00,monitor,149.0860576,-35.3463199,POINT (149.0860576 -35.3463199),1.0
Wokitup! Belconnen,6/102 Emu Bank,Belconnen,ACT,2021-08-28,15:25:00,16:10:00,monitor,149.0714767,-35.2371567,POINT (149.0714767 -35.2371567),0.0
Woolworths Dickson,1 Dickson Place,Dickson,ACT,2021-08-28,09:10:00,10:00:00,casual,149.1386251,-35.249974,POINT (149.1386251 -35.249974),0.0
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-08-28,15:20:00,16:20:00,casual,149.0201727,-35.2228703,POINT (149.0201727 -35.2228703),1.0
Woolworths Mawson,15 Mawson Place,Mawson,ACT,2021-08-28,17:10:00,18:00:00,casual,149.0946696,-35.3661449,POINT (149.0946696 -35.3661449),0.0
Woolworths Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-28,16:10:00,17:15:00,casual,149.084734,-35.345964,POINT (149.084734 -35.345964),1.0
Woolworths Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-28,16:20:00,17:20:00,casual,149.084734,-35.345964,POINT (149.084734 -35.345964),1.0
Yowei,26 Sharwood Crescent,Evatt,ACT,2021-08-28,12:20:00,13:00:00,monitor,149.0587339,-35.214555,POINT (149.0587339 -35.214555),0.0
7-Eleven Braddon,20 Mort Street,Braddon,ACT,2021-08-29,17:00:00,17:45:00,monitor,149.1316658,-35.275691,POINT (149.1316658 -35.275691),0.0
Ainslie Cellars,7 Edgar Street,Ainslie,ACT,2021-08-29,14:25:00,15:05:00,monitor,149.1451538,-35.2622298,POINT (149.1451538 -35.2622298),0.0
Ainslie Cellars,7 Edgar Street,Ainslie,ACT,2021-08-29,16:00:00,16:40:00,monitor,149.1451538,-35.2622298,POINT (149.1451538 -35.2622298),0.0
ALDI Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-08-29,11:10:00,12:15:00,casual,149.0525899,-35.3413679,POINT (149.0525899 -35.3413679),1.0
ALDI Gungahlin,Hibberson Street,Gungahlin,ACT,2021-08-29,18:40:00,19:40:00,casual,149.1360072,-35.1854061,POINT (149.1360072 -35.1854061),1.0
Ampol Foodary Calwell,Were Street,Calwell,ACT,2021-08-29,16:40:00,17:20:00,monitor,149.1125232,-35.4347448,POINT (149.1125232 -35.4347448),0.0
Ampol Foodary Kaleen,275 Maribyrnong Avenue,Kaleen,ACT,2021-08-29,16:00:00,17:30:00,monitor,149.103529,-35.2336464,POINT (149.103529 -35.2336464),1.0
Argyle Housing - Ainslie Village,23 Quick Street,Campbell,ACT,2021-08-29,00:00:00,23:59:00,close,149.1490264,-35.2749161,POINT (149.1490264 -35.2749161),23.0
Bidfood Canberra,16 Mildura Street,Fyshwick,ACT,2021-08-29,05:30:00,12:30:00,casual,149.1527602,-35.3226824,POINT (149.1527602 -35.3226824),7.0
BWS Weston Creek,Corner Brierly Street and Mahony Court,Weston,ACT,2021-08-29,15:30:00,16:10:00,monitor,149.0524619,-35.3412371,POINT (149.0524619 -35.3412371),0.0
Cafe au Lait Cooleman Court,Brierly Street,Weston,ACT,2021-08-29,11:30:00,12:30:00,monitor,149.052843,-35.3415323,POINT (149.052843 -35.3415323),1.0
Capital Chemist Charnwood,"Charnwood Shopping Centre, Lhotsky Street",Charnwood,ACT,2021-08-29,15:00:00,15:45:00,monitor,149.033623,-35.2045044,POINT (149.033623 -35.2045044),0.0
Coles Canberra Centre,"Canbera Centre, 148 Bunda Street",Canberra City,ACT,2021-08-29,11:25:00,12:20:00,casual,149.1332559,-35.2802271,POINT (149.1332559 -35.2802271),0.0
Cooleman Court Shopping Centre,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-08-29,11:00:00,12:30:00,monitor,149.0526436,-35.3412617,POINT (149.0526436 -35.3412617),1.0
"Crust Bakery Cafe, Fyshwick Fresh Food Markets",12 Dalby Street,Fyshwick,ACT,2021-08-29,10:40:00,11:20:00,monitor,149.1550872,-35.3242106,POINT (149.1550872 -35.3242106),0.0
"Deli Planet, Fyshwick Fresh Food Markets",12 Dalby Street,Fyshwick,ACT,2021-08-29,10:45:00,11:25:00,monitor,149.1546295,-35.3239903,POINT (149.1546295 -35.3239903),0.0
Domino's Pizza Erindale,1/20 Gartside Street,Wanniassa,ACT,2021-08-29,12:00:00,12:30:00,monitor,149.0999947,-35.405875,POINT (149.0999947 -35.405875),0.0
Fyshwick Fresh Food Markets,36 Mildura Street,Fyshwick,ACT,2021-08-29,10:20:00,12:00:00,monitor,149.1547409,-35.3241608,POINT (149.1547409 -35.3241608),1.0
"Fyshwick Halal Poultry, Fyshwick Fresh Food Markets",36 Mildura Street,Fyshwick,ACT,2021-08-29,10:35:00,11:20:00,monitor,149.1547409,-35.3241608,POINT (149.1547409 -35.3241608),0.0
IBIS Budget Hotel Canberra,15 Tay Street,Watson,ACT,2021-08-29,00:00:00,23:59:00,casual,149.1668483,-35.224856,POINT (149.1668483 -35.224856),23.0
IGA Palmerston,2/16A Kosciuszko Avenue,Palmerston,ACT,2021-08-29,19:10:00,19:50:00,monitor,149.1183036,-35.1973821,POINT (149.1183036 -35.1973821),0.0
"Ma Ma Dumpling, Fyshwick Fresh Food Markets",36 Mildura Street,Fyshwick,ACT,2021-08-29,11:00:00,11:40:00,monitor,149.1547409,-35.3241608,POINT (149.1547409 -35.3241608),0.0
Master Kebabs Wanniassa,50 Denigan Street,Wanniassa,ACT,2021-08-29,17:15:00,18:30:00,monitor,149.0967767,-35.40389750000001,POINT (149.0967767 -35.40389750000001),1.0
McDonalds Charnwood,Corner Charnwood Place and Lhotsky Street,Charnwood,ACT,2021-08-29,15:15:00,16:00:00,monitor,149.0342738,-35.2059467,POINT (149.0342738 -35.2059467),0.0
McDonalds Conder,Box Hill Avenue,Conder,ACT,2021-08-29,16:20:00,17:00:00,monitor,149.0917169,-35.4576782,POINT (149.0917169 -35.4576782),0.0
Oscy's Burgers Tuggeranong,90 Reed Street,Greenway,ACT,2021-08-29,18:20:00,19:00:00,monitor,149.0683408,-35.4174467,POINT (149.0683408 -35.4174467),0.0
"Piccolo Market Coffee, Fyshwick Fresh Food Markets",36 Mildura Street,Fyshwick,ACT,2021-08-29,10:30:00,11:10:00,monitor,149.1558831,-35.3237659,POINT (149.1558831 -35.3237659),0.0
Priceline Pharmacy Woden,"Westfield Woden, Keltie Street",Phillip,ACT,2021-08-29,12:45:00,14:30:00,close,149.0846236,-35.3461736,POINT (149.0846236 -35.3461736),1.0
Reject Shop Cooleman Court Shopping Centre,Brierly Street,Weston,ACT,2021-08-29,11:00:00,11:50:00,monitor,149.0529862,-35.3412116,POINT (149.0529862 -35.3412116),0.0
SUPAEXPRESS Watson,5 Watson Place,Watson,ACT,2021-08-29,18:00:00,18:40:00,monitor,149.1535201,-35.2388939,POINT (149.1535201 -35.2388939),0.0
The Flow Bottle Shop Mawson,"Southlands Shopping Centre, Heard Street",Mawson,ACT,2021-08-29,17:00:00,17:40:00,casual,149.0947954,-35.3650088,POINT (149.0947954 -35.3650088),0.0
Woolworths Cooleman Court,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-08-29,14:50:00,16:00:00,casual,149.052681,-35.340765,POINT (149.052681 -35.340765),1.0
Woolworths Erindale,"Erindale Shopping Centre, 50-68 Comrie Street",Wanniassa,ACT,2021-08-29,16:50:00,17:35:00,monitor,149.098702,-35.4035739,POINT (149.098702 -35.4035739),0.0
Woolworths Gungahlin,"Gungahlin Marketplace, 30 and 33 Hibberson Street",Gungahlin,ACT,2021-08-29,18:30:00,19:45:00,casual,149.1339641,-35.1846274,POINT (149.1339641 -35.1846274),1.0
Woolworths Kippax,"Kippax Fair Shopping Centre, 26 Hardwick Crescent",Holt,ACT,2021-08-29,14:50:00,15:50:00,monitor,149.0201727,-35.2228703,POINT (149.0201727 -35.2228703),1.0
Woolworths Mawson,15 Mawson Place,Mawson,ACT,2021-08-29,08:20:00,10:00:00,casual,149.0946696,-35.3661449,POINT (149.0946696 -35.3661449),1.0
"Ziggy's Fruit Market, Fyshwick Fresh Food Markets",36 Mildura Street,Fyshwick,ACT,2021-08-29,10:50:00,11:35:00,monitor,149.1547409,-35.3241608,POINT (149.1547409 -35.3241608),0.0
7-Eleven Erindale,76 Gartside Street,Wanniassa,ACT,2021-08-30,13:00:00,13:30:00,monitor,149.1012591,-35.4054226,POINT (149.1012591 -35.4054226),0.0
7-Eleven Mawson,1 Mawson Place,Mawson,ACT,2021-08-30,14:00:00,14:40:00,monitor,149.0936873,-35.365172,POINT (149.0936873 -35.365172),0.0
ALDI Casey,"Casey Market Town, 15 Kingsland Parade",Casey,ACT,2021-08-30,14:15:00,15:00:00,monitor,149.0955181,-35.1745081,POINT (149.0955181 -35.1745081),0.0
ALDI Gungahlin,Hibberson Street,Gungahlin,ACT,2021-08-30,12:40:00,13:30:00,monitor,149.1360072,-35.1854061,POINT (149.1360072 -35.1854061),0.0
Belco Halal Kebabs and Pizzeria,"Westfield Belconnen, Belconnen Way",Belconnen,ACT,2021-08-30,13:00:00,14:00:00,monitor,149.0630924,-35.2374453,POINT (149.0630924 -35.2374453),1.0
Bidfood Canberra,16 Mildura Street,Fyshwick,ACT,2021-08-30,05:30:00,12:30:00,casual,149.1527602,-35.3226824,POINT (149.1527602 -35.3226824),7.0
Bridgestone Select Tuggeranong,182 Scollay Street,Greenway,ACT,2021-08-30,09:50:00,10:50:00,monitor,149.0676951,-35.42023150000001,POINT (149.0676951 -35.42023150000001),1.0
Busy Bees at the Park,37 Brindabella Circuit,Canberra Airport,ACT,2021-08-30,07:40:00,18:20:00,close,149.187726,-35.311138,POINT (149.187726 -35.311138),10.0
Caltex (EG Fuel) Canberra Airport,"Canberra Airport, 1/3 Rogan Street",Pialligo,ACT,2021-08-30,13:00:00,13:50:00,monitor,149.1879721,-35.3094947,POINT (149.1879721 -35.3094947),0.0
Canberra Centre,"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-08-30,11:30:00,19:30:00,monitor,149.1332559,-35.2802271,POINT (149.1332559 -35.2802271),8.0
Canberra Centre- Men's Public Toilets (adjacent to Dangerfield),"Canberra Centre, 148 Bunda Street",Canberra City,ACT,2021-08-30,11:30:00,12:00:00,monitor,149.1332559,-35.2802271,POINT (149.1332559 -35.2802271),0.0
Casey Market Town,"Casey Market Town, 15 Kingsland Parade",Casey,ACT,2021-08-30,14:15:00,15:00:00,monitor,149.0959449,-35.17447,POINT (149.0959449 -35.17447),0.0
Chargrilld Eatery and Pizza Bar,1/59 Cameron Avenue,Belconnen,ACT,2021-08-30,19:00:00,19:45:00,monitor,149.0709715,-35.2409706,POINT (149.0709715 -35.2409706),0.0
Chemist Warehouse Majura Park,"Majura Park Shopping Centre, 18/26 Spitfire Avenue",Canberra Airport,ACT,2021-08-30,18:00:00,19:00:00,casual,149.1907314,-35.2985101,POINT (149.1907314 -35.2985101),1.0
Chisholm Newsagency and Post Office,"Shop 6, Chisholm Village Shopping Centre, 42 Halley Street",Chisholm,ACT,2021-08-30,14:20:00,15:00:00,casual,149.1282207,-35.4140008,POINT (149.1282207 -35.4140008),0.0
CIT Bruce Campus (Student Accommodation Block Ra Only),1 Jack Fleming Place,Bruce,ACT,2021-08-30,20:50:00,23:30:00,casual,149.0946633,-35.2481112,POINT (149.0946633 -35.2481112),2.0
Coles Chisholm,42 Halley Street,Chisholm,ACT,2021-08-30,13:45:00,15:00:00,casual,149.1282419,-35.4141067,POINT (149.1282419 -35.4141067),1.0
Coles Express Dickson,Corner Antill Street and Badham Street,Dickson,ACT,2021-08-30,13:30:00,14:30:00,monitor,149.137626,-35.2490871,POINT (149.137626 -35.2490871),1.0
Coles Kaleen,"Plaza Shopping Centre, 1 Maribyrnong Avenue",Kaleen,ACT,2021-08-30,16:00:00,16:50:00,casual,149.1028228,-35.2202787,POINT (149.1028228 -35.2202787),0.0
Cooleman Court Shopping Centre,"Cooleman Court Shopping Centre, Brierly Street",Weston,ACT,2021-08-30,13:50:00,14:40:00,monitor,149.0526436,-35.3412617,POINT (149.0526436 -35.3412617),0.0
E-mart,45 West Row,Canberra City,ACT,2021-08-30,13:20:00,14:45:00,casual,149.1270662,-35.2786733,POINT (149.1270662 -35.2786733),1.0
First Choice Liquor Gungahlin,46-50 Hibberson Street,Gungahlin,ACT,2021-08-30,12:50:00,14:00:00,casual,149.1368241,-35.1866353,POINT (149.1368241 -35.1866353),1.0
Florey Pharmacy,2 Kesteven Street,Florey,ACT,2021-08-30,18:00:00,19:00:00,monitor,149.0544155,-35.2263018,POINT (149.0544155 -35.2263018),1.0
IBIS Budget Hotel Canberra,15 Tay Street,Watson,ACT,2021-08-30,00:00:00,23:59:00,casual,149.1668483,-35.224856,POINT (149.1668483 -35.224856),23.0
IGA Express Nicholls,88 Kellaway Avenue,Nicholls,ACT,2021-08-30,17:00:00,17:40:00,monitor,149.0986612,-35.1831589,POINT (149.0986612 -35.1831589),0.0
IGA X-press Palmerston,2/16A Kosciuszko Avenue,Palmerston,ACT,2021-08-30,11:40:00,12:30:00,monitor,149.1183036,-35.1973821,POINT (149.1183036 -35.1973821),0.0
Kan Sushi & Poké,3/221 London Circuit,Canberra City,ACT,2021-08-30,11:50:00,19:30:00,casual,149.132369,-35.2823957,POINT (149.132369 -35.2823957),7.0
Kinn Thai Restaurant,125 Bunda Street,Canberra City,ACT,2021-08-30,16:40:00,21:30:00,casual,149.1326451,-35.2778002,POINT (149.1326451 -35.2778002),4.0
Priceline Pharmacy Gungahlin,"Gungahlin Square, Hibberson Street",Gungahlin,ACT,2021-08-30,12:20:00,13:20:00,casual,149.136702,-35.185676,POINT (149.136702 -35.185676),1.0
Qscan Radiology Clinics Gungahlin,Hibberson Street,Gungahlin,ACT,2021-08-30,11:05:00,12:40:00,casual,149.1292887,-35.184451,POINT (149.1292887 -35.184451),1.0
SPAR Express Ngunnawal,"Ngunnawal Local Centre, Wanganeen Avenue",Ngunnawal,ACT,2021-08-30,09:30:00,12:00:00,monitor,149.108155,-35.173951,POINT (149.108155 -35.173951),2.0
SUPAEXPRESS Florey,1/26 Kesteven Street,Florey,ACT,2021-08-30,15:00:00,16:00:00,monitor,149.0544269,-35.2263914,POINT (149.0544269 -35.2263914),1.0
